ACRS Report Type,Date and Time,Route Type,Road Name,Municipality,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver At Fault,Injury Severity,Driver Distracted By,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make,Wind Speed (MPH),TMP10-DK ,Relative Humidity (%),Rain (Inches)
Property Damage Crash,02-03-2022 19:39,County,GOLDSBORO CT,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,2013,TOYOTA,7,156,31.5,0
Property Damage Crash,02-03-2022 20:32,Maryland (State),FIRST ST,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2011,GMC,1.4,47.8,44.5,0
Property Damage Crash,02-03-2022 21:40,County,E RANDOLPH RD,N/A,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,STATION WAGON,UNKNOWN,West,West,40,2004,HONDA,0,0,0,0
Property Damage Crash,02-03-2022 22:00,County,BRIGGS CHANEY RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK -- UNKNOWN LIGHTING,STOP SIGN,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,East,East,35,2019,TOYOTA,15.1,65.5,57.4,0
Property Damage Crash,03-03-2022 06:30,Maryland (State),GERMANTOWN RD,N/A,SINGLE VEHICLE,N/A,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,45,2012,HYUNDAI,2.5,314,42,0
Property Damage Crash,03-03-2022 06:30,,,,OPPOSITE DIRECTION SIDESWIPE,N/A,,N/A,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,BACKING,Unknown,Unknown,25,2015,MAZDA,2.2,1,25.4,0
Property Damage Crash,03-03-2022 07:20,County,NEBEL ST,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,1998,BMW,6.1,40.8,32.5,0
Property Damage Crash,03-03-2022 07:20,Maryland (State),PINEY BRANCH RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,ACCELERATING,South,South,25,2015,HYUNDAI,5.3,30.8,16.8,0
Property Damage Crash,03-03-2022 07:20,County,BLUNT RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,2018,VOLKSWAGEN,4.2,42.1,29.4,0
Injury Crash,03-03-2022 07:38,County,RANDOLPH RD,N/A,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,2005,MERZ,1.7,55.2,51,0
Property Damage Crash,03-03-2022 07:38,Maryland (State),DICKERSON RD,N/A,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,PICKUP TRUCK,SLOWING OR STOPPING,East,East,25,2016,RAM,2.3,41.6,37.5,0
Injury Crash,03-03-2022 09:05,County,WEST OLD BALTIMORE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,ACCELERATING,East,East,30,2011,LANDROVER,8.1,150,33,0
Injury Crash,03-03-2022 09:05,Maryland (State),CONNECTICUT AVE,CHEVY CHASE #4,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,BY MOVING OBJECT IN VEHICLE,VAN,STARTING FROM LANE,South,South,35,2016,NISSAN,1.4,49.9,49.3,0
Injury Crash,03-03-2022 09:15,County,ROCKLEDGE BLVD,N/A,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,POSSIBLE INJURY,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,North,East,30,2015,TOYOTA,9.7,39.9,26.4,0
Injury Crash,03-03-2022 09:17,,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,PARKING,Unknown,Unknown,0,2020,TOYOTA,7,182,28.2,0
Property Damage Crash,03-03-2022 09:17,Maryland (State),CONNECTICUT AVE,N/A,ANGLE MEETS LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,2013,LEXUS,4.8,49.3,43.2,0
Property Damage Crash,03-03-2022 10:37,Maryland (State),NEW HAMPSHIRE AVE,N/A,UNKNOWN,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,Unknown,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,2014,HYUNDAI,11.2,315,22.4,0
Injury Crash,03-03-2022 10:37,County,TUCKERMAN LA,N/A,SINGLE VEHICLE,CLOUDY,DRY,DARK LIGHTS ON,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2008,BMW,0,0,0,0
Property Damage Crash,03-03-2022 11:56,County,HEWITT AVE,N/A,OPPOSITE DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,25,2014,TOYOTA,2.4,42.6,38.9,0
Injury Crash,03-03-2022 11:56,Maryland (State),WISCONSIN AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,SLOWING OR STOPPING,South,South,25,2017,MERZ,0,0,0,0
Property Damage Crash,03-03-2022 12:35,US (State),COLESVILLE RD,N/A,HEAD ON LEFT TURN,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,South,South,35,2014,MRRZ,2.9,42,41.6,0
Property Damage Crash,03-03-2022 12:35,Maryland (State),WISCONSIN AVE,N/A,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,(SPORT) UTILITY VEHICLE,STARTING FROM PARKED,North,North,25,2014,BMW,3.2,216,42.4,0
Property Damage Crash,03-03-2022 13:43,Maryland (State),VEIRS MILL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,2003,HONDA,0,0,0,0
Property Damage Crash,03-03-2022 13:43,County,DALEWOOD DR,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2006,HONDA,2.6,44.6,34.3,0
Injury Crash,03-03-2022 13:45,County,SEVEN LOCKS RD,N/A,SAME DIRECTION LEFT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2009,TOYT,3.9,40.6,21.9,0
Injury Crash,03-03-2022 13:47,County,QUEEN ELIZABETH DR,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,2004,HONDA,0,0,0,0
Property Damage Crash,03-03-2022 13:47,Maryland (State),OLNEY LAYTONSVILLE RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,50,2003,FORD,5.3,207,33,0
Injury Crash,03-03-2022 14:15,Maryland (State),NEW HAMPSHIRE AVE,N/A,SINGLE VEHICLE,RAINING,WET,DUSK,TRAFFIC SIGNAL,Yes,SUSPECTED MINOR INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,2008,RANGE ROVER,0,0,0,0
Property Damage Crash,03-03-2022 14:15,Maryland (State),RIVER RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,35,2019,SUBA,8.4,151,29.2,0
Property Damage Crash,03-03-2022 15:05,County,GRACEFIELD RD,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,1998,BMW,0,0,0,0
Property Damage Crash,03-03-2022 15:05,County,MIDCOUNTY HWY,N/A,SINGLE VEHICLE,CLOUDY,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,OTHER,SLOWING OR STOPPING,West,South,45,2001,MITSUBISHI,5.2,33.5,17.4,0
Injury Crash,03-03-2022 16:30,Maryland (State),SPENCERVILLE RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,N/A,Yes,SUSPECTED SERIOUS INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,30,2003,HONDA,4,43.8,38.9,0
Property Damage Crash,03-03-2022 16:30,Maryland (State),W DIAMOND AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,SLOWING OR STOPPING,West,West,35,2012,VOLKS,1.7,31.4,22.6,0
Property Damage Crash,03-03-2022 17:55,Maryland (State),DARNESTOWN RD,GAITHERSBURG,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,1994,CHEV,0,0,0,0
Property Damage Crash,03-03-2022 18:19,County,E GUDE DR,N/A,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,West,West,40,2001,LINC,0,0,0,0
Property Damage Crash,03-03-2022 18:19,Municipality,HOLTON LA,N/A,SAME DIRECTION LEFT TURN,CLEAR,N/A,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,25,2020,HOND,1.4,43,31.6,0
Property Damage Crash,03-03-2022 19:40,Maryland (State),OLD GEORGETOWN RD,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,40,2016,PORSCHE,7.2,62.8,57.1,0
Property Damage Crash,03-03-2022 19:40,Maryland (State),GEORGIA AVE,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,East,South,35,2017,JEEP,1.8,49,24.3,0
Property Damage Crash,03-03-2022 19:44,Municipality,MONTGOMERY AVE,KENSINGTON,SAME DIR REAR END,CLEAR,N/A,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2007,HONDA,7.6,38.1,36.5,0.04
Injury Crash,03-03-2022 19:44,Maryland (State),WOODFIELD RD,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,2010,HONDA,0,0,0,0
Property Damage Crash,03-03-2022 21:11,Maryland (State),RIDGE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PICKUP TRUCK,MOVING CONSTANT SPEED,South,South,40,2011,DODG,2,36.5,25.2,0
Injury Crash,03-03-2022 21:11,County,RANDOLPH RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,North,East,35,2001,CHEVY,3.2,40.8,36.8,0
Injury Crash,04-03-2022 00:55,Maryland (State),HUNGERFORD DR,ROCKVILLE,N/A,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING RIGHT TURN,North,West,35,2020,TOYT,2.6,41.8,35.2,0
Injury Crash,04-03-2022 01:20,Maryland (State),METROPOLITAN AVE,KENSINGTON,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,25,2010,HYUNDAI,0,0,0,0
Property Damage Crash,04-03-2022 03:00,Maryland (State),EAST WEST HWY,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,OTHER,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,30,2001,JEEP,2.3,138,40.2,0
Property Damage Crash,04-03-2022 07:51,US (State),COLESVILLE RD,N/A,SAME DIR REND LEFT TURN,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2011,LINC,5.6,302,15.9,0
Property Damage Crash,04-03-2022 10:32,County,RANDOLPH RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,2009,TOYOTA,5.2,309,28.9,0
Property Damage Crash,04-03-2022 10:32,Maryland (State),FREDERICK RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,2015,TOYT,0,0,0,0
Property Damage Crash,04-03-2022 11:47,,,,OTHER,RAINING,,DARK LIGHTS ON,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,AMBULANCE/EMERGENCY,MOVING CONSTANT SPEED,Unknown,Unknown,5,2010,FREIGHTLINER,3.9,37.7,32.1,0
Property Damage Crash,04-03-2022 11:47,,,,OTHER,CLEAR,,DARK LIGHTS ON,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STARTING FROM PARKED,Unknown,Unknown,5,1998,HONDA,2.2,346,38.6,0
Property Damage Crash,04-03-2022 11:47,County,WATKINS MILL RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,,MOVING CONSTANT SPEED,North,North,35,0,UNKNOWN,1.8,98,14.2,0
Property Damage Crash,04-03-2022 11:57,Maryland (State),ROCKVILLE PIKE,N/A,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,STARTING FROM LANE,East,East,35,2004,MERCURY,0,0,0,0
Property Damage Crash,04-03-2022 11:57,County,RICHTER FARM RD,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,30,2008,HONDA,1.7,38.7,29.3,0
Property Damage Crash,04-03-2022 12:07,County,MIDDLEBROOK RD,N/A,ANGLE MEETS LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,(SPORT) UTILITY VEHICLE,MAKING U TURN,West,East,40,2019,TOYOTA,10.9,327,25,0
Injury Crash,04-03-2022 12:07,Maryland (State),S FREDERICK RD,GAITHERSBURG,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,30,2010,TOYT,1.9,78,24.4,0
Injury Crash,04-03-2022 13:12,,,,OTHER,RAINING,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,BACKING,Unknown,Unknown,10,1997,HONDA,1.5,40.3,38.5,0
Property Damage Crash,04-03-2022 13:12,Maryland (State),MASSACHUSETTS AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,,MOVING CONSTANT SPEED,East,East,35,0,UNKNOWN,9.4,27.7,18.4,0
Property Damage Crash,04-03-2022 13:30,Maryland (State),DAMASCUS RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",SLOWING OR STOPPING,North,North,40,2006,KENWORTH,3,171,38.3,0
Property Damage Crash,04-03-2022 13:30,,,,OPPOSITE DIRECTION SIDESWIPE,RAINING,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,,BACKING,North,West,15,0,UNKNOWN,4.7,31.1,16.8,0
Injury Crash,04-03-2022 15:45,,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,UNKNOWN,,ACCELERATING,South,East,5,0,UNKNOWN,6.6,35.6,18.8,0
Injury Crash,04-03-2022 15:45,Maryland (State),VEIRS MILL RD,N/A,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,STARTING FROM LANE,West,West,40,2001,MERCEDES,10.8,52.5,50.9,0.02
Injury Crash,04-03-2022 18:13,Maryland (State),ROCKVILLE PIKE,N/A,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,YIELD SIGN,Yes,SUSPECTED MINOR INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,East,South,40,2018,HYUNDAI,2.6,58.4,55.3,0
Property Damage Crash,04-03-2022 18:13,County,RIDGE RD,N/A,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,45,2012,AUDI,1.6,39.5,29.7,0
Injury Crash,04-03-2022 19:57,Maryland (State),GERMANTOWN RD,N/A,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,POSSIBLE INJURY,USING OTHER DEVICE CONTROLS INTEGRAL TO VEHICLE,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,2018,TOYOTA,5.1,214,33.6,0
Injury Crash,04-03-2022 20:00,County,MUDDY BRANCH RD,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SKIDDING,South,South,40,1997,HONDA,0,0,0,0
Property Damage Crash,04-03-2022 20:00,County,DAYTON ST,N/A,OPPOSITE DIRECTION SIDESWIPE,UNKNOWN,N/A,DARK -- UNKNOWN LIGHTING,NO CONTROLS,Yes,NO APPARENT INJURY,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,2013,HONDA,0,0,0,0
Property Damage Crash,04-03-2022 20:49,County,FATHER HURLEY BLVD,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,South,South,40,2007,CHEVY,0,0,0,0
Property Damage Crash,04-03-2022 22:34,County,BONIFANT RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2017,TOYOTA,0,0,0,0
Property Damage Crash,04-03-2022 23:58,Maryland (State),ROCKVILLE PIKE,ROCKVILLE,STRAIGHT MOVEMENT ANGLE,N/A,WET,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,2014,CHEV,2.9,34,33.2,0
Property Damage Crash,05-03-2022 01:14,County,SHADY GROVE RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,ACCELERATING,East,East,35,2019,TOYT,2.7,320,23.2,0
Property Damage Crash,05-03-2022 06:25,Maryland (State),GEORGIA AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,2003,HONDA,3.5,45.2,42.4,0
Property Damage Crash,05-03-2022 06:25,County,CHERRY HILL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,45,2011,BMW,0,0,0,0
Injury Crash,05-03-2022 08:35,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,40,2012,VOLKSWAGEN,0,0,0,0
Injury Crash,05-03-2022 08:35,Ramp,RAMP 6 FR IS 495 EB TO MD 193 SB,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,YIELD SIGN,Yes,POSSIBLE INJURY,UNKNOWN,PASSENGER CAR,SLOWING OR STOPPING,East,South,55,2019,LEXUS,10.2,45.6,32.1,0
Injury Crash,05-03-2022 08:50,Maryland (State),MONTGOMERY VILLAGE AVE,GAITHERSBURG,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,2018,TOYT,3.7,42,30.6,0
Property Damage Crash,05-03-2022 08:50,Maryland (State),WOODFIELD RD,N/A,HEAD ON,CLEAR,DRY,DARK NO LIGHTS,N/A,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,30,2005,CHEV,8.9,149,27.4,0
Property Damage Crash,05-03-2022 09:00,Maryland (State),MIDCOUNTY HWY,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,South,South,45,2013,CHEV,3.5,41.5,37.8,0
Property Damage Crash,05-03-2022 09:00,Maryland (State),NORBECK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,2012,HONDA,12.4,320,-0.7,0
Injury Crash,05-03-2022 10:38,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2004,TOYOTA,6.5,291,33.4,0
Injury Crash,05-03-2022 10:38,US (State),COLESVILLE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,2008,MERCEDES,4.6,43.8,39.6,0
Property Damage Crash,05-03-2022 10:40,County,BETHESDA CHURCH RD,N/A,ANGLE MEETS LEFT TURN,CLOUDY,DRY,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,East,South,30,2007,HOND,2.3,88,34.6,0.04
Property Damage Crash,05-03-2022 10:40,Maryland (State),FREDERICK RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,2015,CHRY,6.8,199,44.1,0
Property Damage Crash,05-03-2022 12:49,County,PARKLAND DR,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK NO LIGHTS,STOP SIGN,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,STARTING FROM LANE,East,East,25,2016,TOYOTA,5.8,55.3,40.2,0
Injury Crash,05-03-2022 12:49,County,CEDAR LA,N/A,SAME DIR REAR END,CLEAR,N/A,N/A,N/A,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,West,West,30,2013,NISS,5.9,31.6,16.7,0
Property Damage Crash,05-03-2022 12:51,Municipality,BOUIC AVE,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,N/A,South,North,15,2005,HYUNDAI,0,0,0,0
Property Damage Crash,05-03-2022 12:51,County,WESTBARD AVE,N/A,SAME DIRECTION RIGHT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,North,North,30,2004,INTERNATIONAL,1.7,54.8,46.2,0
